"Logger","Date","Temp"
"HighBarnacleBench",2017-01-29,9.84
"HighBarnacleBench",2017-01-30,9.82
"HighBarnacleBench",2017-01-31,9.2
"HighBarnacleBench",2017-02-01,8.66
"HighBarnacleBench",2017-02-02,7.81
"HighBarnacleBench",2017-02-03,9.66
"HighBarnacleBench",2017-02-04,10.26
"HighBarnacleBench",2017-02-05,10.23
"HighBarnacleBench",2017-02-06,9.45
"HighBarnacleBench",2017-02-07,10.09
"HighBarnacleBench",2017-02-08,10.84
"HighBarnacleBench",2017-02-09,10.76
"HighBarnacleBench",2017-02-10,9.98
"HighBarnacleBench",2017-02-11,9.31
"HighBarnacleBench",2017-02-12,9.74
"HighBarnacleBench",2017-02-13,9.92
"HighBarnacleBench",2017-02-14,9.96
"HighBarnacleBench",2017-02-15,10.89
"HighBarnacleBench",2017-02-16,10.85
"HighBarnacleBench",2017-02-17,10.77
"HighBarnacleBench",2017-02-18,10.61
"HighBarnacleBench",2017-02-19,10.22
"HighBarnacleBench",2017-02-20,10.54
"HighBarnacleBench",2017-02-21,10.3
"HighBarnacleBench",2017-02-22,10.02
"HighBarnacleBench",2017-02-23,9.92
"HighBarnacleBench",2017-02-24,8.67
"HighBarnacleBench",2017-02-25,9.2
"HighBarnacleBench",2017-02-26,8.94
"HighBarnacleBench",2017-02-27,8.78
"HighBarnacleBench",2017-02-28,8.93
"HighBarnacleBench",2017-03-01,9.17
"HighBarnacleBench",2017-03-02,9.35
"HighBarnacleBench",2017-03-03,9.51
"HighBarnacleBench",2017-03-04,9.43
"HighBarnacleBench",2017-03-05,9.02
"HighBarnacleBench",2017-03-06,8.98
"HighBarnacleBench",2017-03-07,9.34
"HighBarnacleBench",2017-03-08,10.07
"HighBarnacleBench",2017-03-09,10.55
"HighBarnacleBench",2017-03-10,10.53
"HighBarnacleBench",2017-03-11,10.51
"HighBarnacleBench",2017-03-12,10.47
"HighBarnacleBench",2017-03-13,11.3
"HighBarnacleBench",2017-03-14,11.36
"HighBarnacleBench",2017-03-15,10.78
"HighBarnacleBench",2017-03-16,10.05
"HighBarnacleBench",2017-03-17,10.35
"HighBarnacleBench",2017-03-18,10.73
"HighBarnacleBench",2017-03-19,10.95
"HighBarnacleBench",2017-03-20,10.79
"HighBarnacleBench",2017-03-21,11.54
"HighBarnacleBench",2017-03-22,10.77
"HighBarnacleBench",2017-03-23,10.68
"HighBarnacleBench",2017-03-24,10.94
"HighBarnacleBench",2017-03-25,10.93
"HighBarnacleBench",2017-03-26,10.59
"HighBarnacleBench",2017-03-27,10.42
"HighBarnacleBench",2017-03-28,10.67
"HighBarnacleBench",2017-03-29,10.92
"HighBarnacleBench",2017-03-30,10.52
"HighBarnacleBench",2017-03-31,10.52
"HighBarnacleBench",2017-04-01,11.46
"HighBarnacleBench",2017-04-02,11.11
"HighBarnacleBench",2017-04-03,11.13
"HighBarnacleBench",2017-04-04,11.03
"HighBarnacleBench",2017-04-05,10.77
"HighBarnacleBench",2017-04-06,11.12
"HighBarnacleBench",2017-04-07,10.87
"HighBarnacleBench",2017-04-08,10.83
"HighBarnacleBench",2017-04-09,9.76
"HighBarnacleBench",2017-04-10,10.3
"HighBarnacleBench",2017-04-11,10.32
"HighBarnacleBench",2017-04-12,10.55
"HighBarnacleBench",2017-04-13,10.35
"HighBarnacleBench",2017-04-14,10.49
"HighBarnacleBench",2017-04-15,10.88
"HighBarnacleBench",2017-04-16,11.06
"HighBarnacleBench",2017-04-17,11.21
"HighBarnacleBench",2017-04-18,12.33
"HighBarnacleBench",2017-04-19,11.34
"HighBarnacleBench",2017-04-20,11.92
"HighBarnacleBench",2017-04-21,13.02
"HighBarnacleBench",2017-04-22,12.01
"HighBarnacleBench",2017-04-23,11.79
"HighBarnacleBench",2017-04-24,11.56
"HighBarnacleBench",2017-04-25,11.07
"HighBarnacleBench",2017-04-26,11.18
"HighBarnacleBench",2017-04-27,11.17
"HighBarnacleBench",2017-04-28,11.5
"HighBarnacleBench",2017-04-29,11.9
"HighBarnacleBench",2017-04-30,12.43
"HighBarnacleBench",2017-05-01,11.6
"HighBarnacleBench",2017-05-02,13.17
"HighBarnacleBench",2017-05-03,13.52
"HighBarnacleBench",2017-05-04,12.23
"HighBarnacleBench",2017-05-05,12.44
"HighBarnacleBench",2017-05-06,11.49
"HighBarnacleBench",2017-05-07,11.1
"HighBarnacleBench",2017-05-08,11.25
"HighBarnacleBench",2017-05-09,11.18
"HighBarnacleBench",2017-05-10,12.3
"HighBarnacleBench",2017-05-11,12.42
"HighBarnacleBench",2017-05-12,11.85
"HighBarnacleBench",2017-05-13,12.1
"HighBarnacleBench",2017-05-14,12.8
"HighBarnacleBench",2017-05-15,13.5
"HighBarnacleBench",2017-05-16,12.63
"HighBarnacleBench",2017-05-17,13.51
"HighBarnacleBench",2017-05-18,14.67
"HighBarnacleBench",2017-05-19,15.22
"HighBarnacleBench",2017-05-20,13.43
"HighBarnacleBench",2017-05-21,13.42
"HighBarnacleBench",2017-05-22,12
"HighBarnacleBench",2017-05-23,10.86
"HighBarnacleBench",2017-05-24,10.34
"HighBarnacleBench",2017-05-25,16.85
"HighBarnacleBench",2017-05-26,22.15
"HighBarnacleBench",2017-05-27,22.71
"HighBarnacleBench",2017-05-28,22.45
"HighBarnacleBench",2017-05-29,22.19
"HighBarnacleBench",2017-05-30,21.74
"HighBarnacleBench",2017-05-31,21.9
"HighBarnacleBench",2017-06-01,22.45
"HighBarnacleBench",2017-06-02,21.98
"HighChannel",2013-07-09,10.54
"HighChannel",2013-07-10,10.71
"HighChannel",2013-07-11,11.31
"HighChannel",2013-07-12,11.05
"HighChannel",2013-07-13,11.83
"HighChannel",2013-07-14,10.51
"HighChannel",2013-07-15,10.89
"HighChannel",2013-07-16,9.46
"HighChannel",2013-07-17,12.23
"HighChannel",2013-07-18,12.79
"HighChannel",2013-07-19,12.02
"HighChannel",2013-07-20,11.53
"HighChannel",2013-07-21,11.47
"HighChannel",2013-07-22,11.26
"HighChannel",2013-07-23,10.09
"HighChannel",2013-07-24,10.04
"HighChannel",2013-07-25,10.53
"HighChannel",2013-07-26,10.95
"HighChannel",2013-07-27,11.17
"HighChannel",2013-07-28,10.39
"HighChannel",2013-07-29,10.3
"HighChannel",2013-07-30,10.44
"HighChannel",2013-07-31,10.6
"HighChannel",2013-08-01,12.4
"HighChannel",2013-08-02,12.84
"HighChannel",2013-08-03,12.29
"HighChannel",2013-08-04,10.59
"HighChannel",2013-08-05,10.2
"HighChannel",2013-08-06,10.12
"HighChannel",2013-08-07,9.67
"HighChannel",2013-08-08,11.85
"HighChannel",2013-08-09,10.4
"HighChannel",2013-08-10,10.25
"HighChannel",2013-08-11,11.8
"HighChannel",2013-08-12,12.65
"HighChannel",2013-08-13,13.29
"HighChannel",2013-08-14,12.62
"HighChannel",2013-08-15,13.67
"HighChannel",2013-08-16,14.94
"HighChannel",2013-08-17,14.72
"HighChannel",2013-08-18,14
"HighChannel",2013-08-19,12.96
"HighChannel",2013-08-20,11.77
"HighChannel",2013-08-21,10.68
"HighChannel",2013-08-22,10.68
"HighChannel",2013-08-23,12.26
"HighChannel",2013-08-24,12.31
"HighChannel",2013-08-25,11.39
"HighChannel",2013-08-26,13.31
"HighChannel",2013-08-27,14.31
"HighChannel",2013-08-28,14.38
"HighChannel",2013-08-29,14.09
"HighChannel",2013-08-30,14.13
"HighChannel",2013-08-31,13.45
"HighChannel",2013-09-01,14.57
"HighChannel",2013-09-02,16.19
"HighChannel",2013-09-03,16.42
"HighChannel",2013-09-04,17.19
"HighChannel",2013-09-05,15.96
"HighChannel",2013-09-06,16.44
"HighChannel",2013-09-07,16.15
"HighChannel",2013-09-08,15.49
"HighChannel",2013-09-09,14.2
"HighChannel",2013-09-10,12.88
"HighChannel",2013-09-11,13.02
"HighChannel",2013-09-12,13.43
"HighChannel",2013-09-13,13.33
"HighChannel",2013-09-14,12.62
"HighChannel",2013-09-15,12.85
"HighChannel",2013-09-16,14.94
"HighChannel",2013-09-17,15.3
"HighChannel",2013-09-18,14.22
"HighChannel",2013-09-19,13.68
"HighChannel",2013-09-20,14.11
"HighChannel",2013-09-21,14.11
"HighChannel",2013-09-22,14.52
"HighChannel",2013-09-23,14.88
"HighChannel",2013-09-24,14.77
"HighChannel",2013-09-25,14.54
"HighChannel",2013-09-26,14.22
"HighChannel",2013-09-27,13.81
"HighChannel",2013-09-28,14.79
"HighChannel",2013-09-29,15.13
"HighChannel",2013-09-30,15.09
"HighChannel",2013-10-01,15
"HighChannel",2013-10-02,14.62
"HighChannel",2013-10-03,14.24
"HighChannel",2013-10-04,13.44
"HighChannel",2013-10-05,13.88
"HighChannel",2013-10-06,14.03
"HighChannel",2013-10-07,14.26
"HighChannel",2013-10-08,13.56
"HighChannel",2013-10-09,13.04
"HighChannel",2013-10-10,12.91
"HighChannel",2013-10-11,12.69
"HighChannel",2013-10-12,12.8
"HighChannel",2013-10-13,12.83
"HighChannel",2013-10-14,12.41
"HighChannel",2013-10-15,11.71
"HighChannel",2013-10-16,11.07
"HighChannel",2013-10-17,10.65
"HighChannel",2013-10-18,10.8
"HighChannel",2013-10-19,10.24
"HighChannel",2013-10-20,10.21
"HighChannel",2013-10-21,9.57
"HighChannel",2013-10-22,10.11
"HighChannel",2013-10-23,10.09
"HighChannel",2013-10-24,10.22
"HighChannel",2013-10-25,10.19
"HighChannel",2013-10-26,10.44
"HighChannel",2013-10-27,9.74
"HighChannel",2013-10-28,9.1
"HighChannel",2013-10-29,9.02
"HighChannel",2013-10-30,9.16
"HighChannel",2013-10-31,10.26
"HighChannel",2013-11-01,10.35
"HighChannel",2013-11-02,10.22
"HighChannel",2013-11-03,9.47
"HighChannel",2013-11-04,9.89
"HighChannel",2013-11-05,10.32
"HighChannel",2013-11-06,10.51
"HighChannel",2013-11-07,10.09
"HighChannel",2013-11-08,10.02
"HighChannel",2013-11-09,10.06
"HighChannel",2013-11-10,10.49
"HighChannel",2013-11-11,11.15
"HighChannel",2013-11-12,11.81
"HighChannel",2013-11-13,11.29
"HighChannel",2013-11-14,10.91
"HighChannel",2013-11-15,10.49
"HighChannel",2013-11-16,10.82
"HighChannel",2013-11-17,10.88
"HighChannel",2013-11-18,11.17
"HighChannel",2013-11-19,10.47
"HighChannel",2013-11-20,8.58
"HighChannel",2013-11-21,7.77
"HighChannel",2013-11-22,8.11
"HighChannel",2013-11-23,8.13
"HighChannel",2013-11-24,8.95
"HighChannel",2013-11-25,9.77
"HighChannel",2013-11-26,10.07
"HighChannel",2013-11-27,10.2
"HighChannel",2013-11-28,10.53
"HighChannel",2013-11-29,10.09
"HighChannel",2013-11-30,10.31
"HighChannel",2013-12-01,10.68
"HighChannel",2013-12-02,9.39
"HighChannel",2013-12-03,7.91
"HighChannel",2013-12-04,5.65
"HighChannel",2013-12-05,4.89
"HighChannel",2013-12-06,5.27
"HighChannel",2013-12-07,4.49
"HighChannel",2013-12-08,4.03
"HighChannel",2013-12-09,6.06
"HighChannel",2013-12-10,7.68
"HighChannel",2013-12-11,7.12
"HighChannel",2013-12-12,7.22
"HighChannel",2013-12-13,9.09
"HighChannel",2013-12-14,8.8
"HighChannel",2013-12-15,9.05
"HighChannel",2013-12-16,8.77
"HighChannel",2013-12-17,8.43
"HighChannel",2013-12-18,8.19
"HighChannel",2013-12-19,7.19
"HighChannel",2013-12-20,8.28
"HighChannel",2013-12-21,8.71
"HighChannel",2013-12-22,8.94
"HighChannel",2013-12-23,8.49
"HighChannel",2013-12-24,7.92
"HighChannel",2013-12-25,8.1
"HighChannel",2013-12-26,8.79
"HighChannel",2013-12-27,8.85
"HighChannel",2013-12-28,8.67
"HighChannel",2013-12-29,8.45
"HighChannel",2013-12-30,8.69
"HighChannel",2013-12-31,8.42
"HighChannel",2014-01-01,8.47
"HighChannel",2014-01-02,8.38
"HighChannel",2014-01-03,7.53
"HighChannel",2014-01-04,6.77
"HighChannel",2014-01-05,7.02
"HighChannel",2014-01-06,7.89
"HighChannel",2014-01-07,8.59
"HighChannel",2014-01-08,8.92
"HighChannel",2014-01-09,8.74
"HighChannel",2014-01-10,8.87
"HighChannel",2014-01-11,9.11
"HighChannel",2014-01-12,9.21
"HighChannel",2014-01-13,9.15
"HighChannel",2014-01-14,8.91
"HighChannel",2014-01-15,8.7
"HighChannel",2014-01-16,8.67
"HighChannel",2014-01-17,8.64
"HighChannel",2014-01-18,8.4
"HighChannel",2014-01-19,8.73
"HighChannel",2014-01-20,8.88
"HighChannel",2014-01-21,8.95
"HighChannel",2014-01-22,9.04
"HighChannel",2014-01-23,9.04
"HighChannel",2014-01-24,9.09
"HighChannel",2014-01-25,9.66
"HighChannel",2014-01-26,9.78
"HighChannel",2014-01-27,9.11
"HighChannel",2014-01-28,9.61
"HighChannel",2014-01-29,9.47
"HighChannel",2014-01-30,9.13
"HighChannel",2014-01-31,8.42
"HighChannel",2014-02-01,8.1
"HighChannel",2014-02-02,8.64
"HighChannel",2014-02-03,8.28
"HighChannel",2014-02-04,8.15
"HighChannel",2014-02-05,6.03
"HighChannel",2014-02-06,6.09
"HighChannel",2014-02-07,7.87
"HighChannel",2014-02-08,8.35
"HighChannel",2014-02-09,9.83
"HighChannel",2014-02-10,9.5
"HighChannel",2014-02-11,9.6
"HighChannel",2014-02-12,9.95
"HighChannel",2014-02-13,9.97
"HighChannel",2014-02-14,10.09
"HighChannel",2014-02-15,9.97
"HighChannel",2014-02-16,9.64
"HighChannel",2014-02-17,10.08
"HighChannel",2014-02-18,9.92
"HighChannel",2014-02-19,10
"HighChannel",2014-02-20,10.14
"HighChannel",2014-02-21,10.21
"HighChannel",2014-02-22,10.64
"HighChannel",2014-02-23,10.25
"HighChannel",2014-02-24,11.39
"HighChannel",2014-02-25,12.29
"HighChannel",2014-02-26,10.81
"HighChannel",2014-02-27,11.12
"HighChannel",2014-02-28,11.02
"HighChannel",2014-03-01,10.57
"HighChannel",2014-03-02,10.76
"HighChannel",2014-03-03,10.95
"HighChannel",2014-03-04,11.13
"HighChannel",2014-03-05,11.55
"HighChannel",2014-03-06,11.23
"HighChannel",2014-03-07,11.69
"HighChannel",2014-03-08,11.41
"HighChannel",2014-03-09,11.57
"HighChannel",2014-03-10,11.75
"HighChannel",2014-03-11,11.84
"HighChannel",2014-03-12,11.39
"HighChannel",2014-03-13,11.3
"HighChannel",2014-03-14,11.89
"HighChannel",2014-03-15,11.33
"HighChannel",2014-03-16,11.36
"HighChannel",2014-03-17,10.37
"HighChannel",2014-03-18,10.06
"HighChannel",2014-03-19,10.87
"HighChannel",2014-03-20,10.56
"HighChannel",2014-03-21,10.26
"HighChannel",2014-03-22,10.88
"HighChannel",2014-03-23,11.21
"HighChannel",2014-03-24,11.22
"HighChannel",2014-03-25,11.14
"HighChannel",2014-03-26,11.15
"HighChannel",2014-03-27,11.25
"HighChannel",2014-03-28,11.13
"HighChannel",2014-03-29,11.02
"HighChannel",2014-03-30,10.66
"HighChannel",2014-03-31,9.97
"HighChannel",2014-04-01,10.14
"HighChannel",2014-04-02,10.73
"HighChannel",2014-04-03,10.98
"HighChannel",2014-04-04,11.46
"HighChannel",2014-04-05,11.58
"HighChannel",2014-04-06,12.05
"HighChannel",2014-04-07,11.9
"HighChannel",2014-04-08,12
"HighChannel",2014-04-09,11.87
"HighChannel",2014-04-10,11.42
"HighChannel",2014-04-11,11.28
"HighChannel",2014-04-12,10.56
"HighChannel",2014-04-13,10.77
"HighChannel",2014-04-14,10.25
"HighChannel",2014-04-15,9.72
"HighChannel",2014-04-16,10.2
"HighChannel",2014-04-17,10.4
"HighChannel",2014-04-18,10.54
"HighChannel",2014-04-19,10.37
"HighChannel",2014-04-20,11.46
"HighChannel",2014-04-21,11.8
"HighChannel",2014-04-22,11.81
"HighChannel",2014-04-23,11.31
"HighChannel",2014-04-24,12.23
"HighChannel",2014-04-25,11.8
"HighChannel",2014-04-26,10.75
"HighChannel",2014-04-27,11.13
"HighChannel",2014-04-28,10.94
"HighChannel",2014-04-29,11.69
"HighChannel",2014-04-30,12.3
"HighChannel",2014-05-01,13.26
"HighChannel",2014-05-02,13.48
"HighChannel",2014-05-03,13.12
"HighChannel",2014-05-04,13.09
"HighChannel",2014-05-05,13.65
"HighChannel",2014-05-06,13.72
"HighChannel",2014-05-07,13.81
"HighChannel",2014-05-08,12.52
"HighChannel",2014-05-09,12.77
"HighChannel",2014-05-10,13.07
"HighChannel",2014-05-11,12.94
"HighChannel",2014-05-12,13.52
"HighChannel",2014-05-13,13.11
"HighChannel",2014-05-14,13.24
"HighChannel",2014-05-15,13.69
"HighChannel",2014-05-16,14.48
"HighChannel",2014-05-17,15.16
"HighChannel",2014-05-18,14.65
"HighChannel",2014-05-19,15.58
"HighChannel",2014-05-20,15.17
"HighChannel",2014-05-21,13.54
"HighChannel",2014-05-22,12.19
"HighChannel",2014-05-23,12.24
"HighChannel",2014-05-24,12.18
"HighChannel",2014-05-25,11.19
"HighChannel",2014-05-26,12.8
"HighChannel",2014-05-27,11.71
"HighChannel",2014-05-28,12.82
"HighChannel",2014-05-29,13.34
"HighChannel",2014-05-30,11.59
"HighChannel",2014-05-31,10.93
"HighChannel",2014-06-01,11.36
"HighChannel",2014-06-02,10.73
"HighChannel",2014-06-03,10.55
"HighChannel",2014-06-04,11.18
"HighChannel",2014-06-05,11.27
"HighChannel",2014-06-06,11.14
"HighChannel",2014-06-07,12.02
"HighChannel",2014-06-08,12.4
"HighChannel",2014-06-09,11.7
"HighChannel",2014-06-10,10.06
"HighChannel",2014-06-11,9.67
"HighChannel",2014-06-12,9.97
"HighChannel",2014-06-13,10.26
"HighChannel",2014-06-14,13.11
"HighChannel",2014-06-15,12.19
"HighChannel",2014-06-16,12.5
"HighChannel",2014-06-17,14.37
"HighChannel",2014-06-18,14.8
"HighChannel",2014-06-19,14.8
"HighChannel",2014-06-20,13.84
"HighChannel",2014-06-21,11.92
"HighChannel",2014-06-22,10.75
"HighChannel",2014-06-23,10.31
"HighChannel",2014-06-24,12.11
"HighChannel",2014-06-25,12.2
"HighChannel",2014-06-26,12.95
"HighChannel",2014-06-27,13.67
"HighChannel",2014-06-28,13.89
"HighChannel",2014-06-29,14.34
"HighChannel",2014-06-30,15.13
"HighChannel",2014-07-01,15.38
"HighChannel",2014-07-02,15.49
"HighChannel",2014-07-03,13.71
"HighChannel",2014-07-04,12.55
"HighChannel",2014-07-05,14.01
"HighChannel",2014-07-06,12.77
"HighChannel",2014-07-07,12.21
"HighChannel",2014-07-08,11.13
"HighChannel",2014-07-09,10.57
"HighChannel",2014-07-10,10.62
"HighChannel",2014-07-11,10.21
"HighChannel",2014-07-12,12.19
"HighChannel",2014-07-13,12.2
"HighChannel",2014-07-14,12.51
"HighChannel",2014-07-15,11.77
"HighChannel",2014-07-16,11.31
"HighChannel",2014-07-17,12.13
"HighChannel",2014-07-18,12.13
"HighChannel",2014-07-19,12.55
"HighChannel",2014-07-20,10.56
"HighChannel",2014-07-21,10.09
"HighChannel",2014-07-22,11.52
"HighChannel",2014-07-23,13.09
"HighChannel",2014-07-24,14.35
"HighChannel",2014-07-25,14.63
"HighChannel",2014-07-26,14.47
"HighChannel",2014-07-27,12.52
"HighChannel",2014-07-28,11.34
"HighChannel",2014-07-29,11.52
"HighChannel",2014-07-30,11.4
"HighChannel",2014-07-31,11.87
"HighChannel",2014-08-01,11.47
"HighChannel",2014-08-02,12.03
"HighChannel",2014-08-03,12.75
"HighChannel",2014-08-04,11.18
"HighChannel",2014-08-05,12.28
"HighChannel",2014-08-06,12.37
"HighChannel",2014-08-07,11.1
"HighChannel",2014-08-08,11.34
"HighChannel",2014-08-09,11.42
"HighChannel",2014-08-10,11.02
"HighChannel",2014-08-11,10.31
"HighChannel",2014-08-12,11.94
"HighChannel",2014-08-13,13.14
"HighChannel",2014-08-14,13.06
"HighChannel",2014-08-15,13.77
"HighChannel",2014-08-16,13.04
"HighChannel",2014-08-17,11.45
"HighChannel",2014-08-18,10.4
"HighChannel",2014-08-19,11.06
"HighChannel",2014-08-20,10.79
"HighChannel",2014-08-21,11.36
"HighChannel",2014-08-22,13.04
"HighChannel",2014-08-23,11.31
"HighChannel",2014-08-24,12.2
"HighChannel",2014-08-25,10.82
"HighChannel",2014-08-26,10.94
"HighChannel",2014-08-27,11.38
"HighChannel",2014-08-28,11.3
"HighChannel",2014-08-29,11.47
"HighChannel",2014-08-30,12.15
"HighChannel",2014-08-31,12.9
"HighChannel",2014-09-01,14.27
"HighChannel",2014-09-02,12.47
"HighChannel",2014-09-03,12.16
"HighChannel",2014-09-04,11.04
"HighChannel",2014-09-05,11.52
"HighChannel",2014-09-06,11.04
"HighChannel",2014-09-07,12.42
"HighChannel",2014-09-08,13
"HighChannel",2014-09-09,12.26
"HighChannel",2014-09-10,12.19
"HighChannel",2014-09-11,10.96
"HighChannel",2014-09-12,10.57
"HighChannel",2014-09-13,11.22
"HighChannel",2014-09-14,12.16
"HighChannel",2014-09-15,12.08
"HighChannel",2014-09-16,12.58
"HighChannel",2014-09-17,12.06
"HighChannel",2014-09-18,12.84
"HighChannel",2014-09-19,12.61
"HighChannel",2014-09-20,11.76
"HighChannel",2014-09-21,12.85
"HighChannel",2014-09-22,13.51
"HighChannel",2014-09-23,14.51
"HighChannel",2014-09-24,13.6
"HighChannel",2014-09-25,14.66
"HighChannel",2014-09-26,15.6
"HighChannel",2014-09-27,15.54
"HighChannel",2014-09-28,15.23
"HighChannel",2014-09-29,15.35
"HighChannel",2014-09-30,15.42
"HighChannel",2014-10-01,14.73
"HighChannel",2014-10-02,13.35
"HighChannel",2014-10-03,13.23
"HighChannel",2014-10-04,12.13
"HighChannel",2014-10-05,11.93
"HighChannel",2014-10-06,11.79
"HighChannel",2014-10-07,11.59
"HighChannel",2014-10-08,11.98
"HighChannel",2014-10-09,12.14
"HighChannel",2014-10-10,12.85
"HighChannel",2014-10-11,13.88
"HighChannel",2014-10-12,13.61
"HighChannel",2014-10-13,13.34
"HighChannel",2014-10-14,14.58
"HighChannel",2014-10-15,14.15
"HighChannel",2014-10-16,14.91
"HighChannel",2014-10-17,14.56
"HighChannel",2014-10-18,14.72
"HighChannel",2014-10-19,15.14
"HighChannel",2014-10-20,15.35
"HighChannel",2014-10-21,15.38
"HighChannel",2014-10-22,15.18
"HighChannel",2014-10-23,14.82
"HighChannel",2014-10-24,14.46
"HighChannel",2014-10-25,14.45
"HighChannel",2014-10-26,13.99
"HighChannel",2014-10-27,13.89
"HighChannel",2014-10-28,14.57
"HighChannel",2014-10-29,15.09
"HighChannel",2014-10-30,15.1
"HighChannel",2014-10-31,15.02
"HighChannel",2014-11-01,14.76
"HighChannel",2014-11-02,14.03
"HighChannel",2014-11-03,14.63
"HighChannel",2014-11-04,14.59
"HighChannel",2014-11-05,15.02
"HighChannel",2014-11-06,14.55
"HighChannel",2014-11-07,13.7
"HighChannel",2014-11-08,13.58
"HighChannel",2014-11-09,14
"HighChannel",2014-11-10,13.15
"HighChannel",2014-11-11,12.23
"HighChannel",2014-11-12,11.28
"HighChannel",2014-11-13,11.93
"HighChannel",2014-11-14,12.85
"HighChannel",2014-11-15,11.53
"HighChannel",2014-11-16,9.78
"HighChannel",2014-11-17,9.66
"HighChannel",2014-11-18,10.57
"HighChannel",2014-11-19,11.99
"HighChannel",2014-11-20,12.75
"HighChannel",2014-11-21,13.14
"HighChannel",2014-11-22,12.7
"HighChannel",2014-11-23,13.17
"HighChannel",2014-11-24,13.3
"HighChannel",2014-11-25,13.5
"HighChannel",2014-11-26,13.45
"HighChannel",2014-11-27,13.54
"HighChannel",2014-11-28,13.37
"HighChannel",2014-11-29,12.57
"HighChannel",2014-11-30,11.94
"HighChannel",2014-12-01,12.12
"HighChannel",2014-12-02,12.44
"HighChannel",2014-12-03,12.16
"HighChannel",2014-12-04,13.11
"HighChannel",2014-12-05,12.9
"HighChannel",2014-12-06,12.36
"HighChannel",2014-12-07,12.8
"HighChannel",2014-12-08,13.06
"HighChannel",2014-12-09,13.65
"HighChannel",2014-12-10,13.58
"HighChannel",2014-12-11,13.34
"HighChannel",2014-12-12,13.07
"HighChannel",2014-12-13,12.6
"HighChannel",2014-12-14,12.14
"HighChannel",2014-12-15,12.6
"HighChannel",2014-12-16,12.77
"HighChannel",2014-12-17,12.46
"HighChannel",2014-12-18,12.44
"HighChannel",2014-12-19,12.47
"HighChannel",2014-12-20,13.26
"HighChannel",2014-12-21,13.17
"HighChannel",2014-12-22,13.32
"HighChannel",2014-12-23,13.22
"HighChannel",2014-12-24,12.42
"HighChannel",2014-12-25,12.35
"HighChannel",2014-12-26,12.54
"HighChannel",2014-12-27,12.56
"HighChannel",2014-12-28,12.14
"HighChannel",2014-12-29,11.91
"HighChannel",2014-12-30,9.14
"HighChannel",2014-12-31,7.94
"HighChannel",2015-01-01,9.91
"HighChannel",2015-01-02,10.99
"HighChannel",2015-01-03,11.64
"HighChannel",2015-01-04,11.94
"HighChannel",2015-01-05,11.82
"HighChannel",2015-01-06,11.54
"HighChannel",2015-01-07,11.67
"HighChannel",2015-01-08,11.56
"HighChannel",2015-01-09,11.71
"HighChannel",2015-01-10,11.86
"HighChannel",2015-01-11,11.98
"HighChannel",2015-01-12,12.06
"HighChannel",2015-01-13,12.22
"HighChannel",2015-01-14,11.96
"HighChannel",2015-01-15,11.98
"HighChannel",2015-01-16,12.38
"HighChannel",2015-01-17,12.69
"HighChannel",2015-01-18,12.46
"HighChannel",2015-01-19,11.78
"HighChannel",2015-01-20,11.27
"HighChannel",2015-01-21,10.97
"HighChannel",2015-01-22,11.35
"HighChannel",2015-01-23,12.01
"HighChannel",2015-01-24,12.11
"HighChannel",2015-01-25,12.61
"HighChannel",2015-01-26,12.71
"HighChannel",2015-01-27,12.76
"HighChannel",2015-01-28,13.33
"HighChannel",2015-01-29,13.04
"HighChannel",2015-01-30,12.55
"HighChannel",2015-01-31,12.51
"HighChannel",2015-02-01,12.38
"HighChannel",2015-02-02,12.2
"HighChannel",2015-02-03,12
"HighChannel",2015-02-04,12.26
"HighChannel",2015-02-05,12.66
"HighChannel",2015-02-06,12.59
"HighChannel",2015-02-07,12.45
"HighChannel",2015-02-08,12.46
"HighChannel",2015-02-09,12.24
"HighChannel",2015-02-10,12.25
"HighChannel",2015-02-11,12.41
"HighChannel",2015-02-12,12.17
"HighChannel",2015-02-13,12.49
"HighChannel",2015-02-14,12.96
"HighChannel",2015-02-15,13.47
"HighChannel",2015-02-16,13.24
"HighChannel",2015-02-17,11.81
"HighChannel",2015-02-18,12.02
"HighChannel",2015-02-19,11.74
"HighChannel",2015-02-20,11.18
"HighChannel",2015-02-21,10.66
"HighChannel",2015-02-22,9.8
"HighChannel",2015-02-23,11
"HighChannel",2015-02-24,12.14
"HighChannel",2015-02-25,12.98
"HighChannel",2015-02-26,12.1
"HighChannel",2015-02-27,12.33
"HighChannel",2015-02-28,12.28
"HighChannel",2015-03-01,11.49
"HighChannel",2015-03-02,11.46
"HighChannel",2015-03-03,10.68
"HighChannel",2015-03-04,9.9
"HighChannel",2015-03-05,10.51
"HighChannel",2015-03-06,11.11
"HighChannel",2015-03-07,11.03
"HighChannel",2015-03-08,11.23
"HighChannel",2015-03-09,11.34
"HighChannel",2015-03-10,11.21
"HighChannel",2015-03-11,11.82
"HighChannel",2015-03-12,13.44
"HighChannel",2015-03-13,12.69
"HighChannel",2015-03-14,12.4
"HighChannel",2015-03-15,12.06
"HighChannel",2015-03-16,12.97
"HighChannel",2015-03-17,12.4
"HighChannel",2015-03-18,12.77
"HighChannel",2015-03-19,12.47
"HighChannel",2015-03-20,11.89
"HighChannel",2015-03-21,11.84
"HighChannel",2015-03-22,11.75
"HighChannel",2015-03-23,11.84
"HighChannel",2015-03-24,12.52
"HighChannel",2015-03-25,12.98
